End-Uses,Substitute,Trade Name,"Retrofit/New",ODP,GWP,ASHRAE Designation (Safety Classification),SNAP Listing Date,Listing Status,Further Information
Industrial Process Refrigeration,R-422B,"ICOR XAC1, NU-22B",R/N,0,"2,530",A1,"March 29, 2006; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010",Acceptable,
Non-Mechanical Heat Transfer Systems,HFC-245fa,Genetron® 245fa,R/N,0,"1,030",A1,"March 29, 2006; June 16, 2010",Acceptable,
Passenger Air Conditioning in Buses and Trains,R-422B,"ICOR XAC1, NU-22B",R/N,0,"2,530",A1,"March 29, 2006; June 16, 2010",Acceptable,
Centrifugal Chillers,R-454A,Opteon™ XL40,N,0,240,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Centrifugal Chillers,R-454B,Opteon™ XL41,N,0,466,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Centrifugal Chillers,R-454C,Opteon™ XL20,N,0,148,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Centrifugal Chillers,"R-507, R-507A",AZ-50,R/N,0,"3,990",A1,"September 5, 1996; December 20, 2002; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",
Positive Displacement Chillers,R-125/R-290/R-134a/R-600a (55.0/1.0/42.5/1.5),ICOR AT-22,R/N,0,"2,530",A1,"March 29, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Positive Displacement Chillers,R-422B,"ICOR XAC1, NU-22B",R/N,0,"2,530",A1,"March 29, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Positive Displacement Chillers,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Refrigerated Food Processing and Dispensing Equipment,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Remote Condensing Units,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2018.",
Stand-Alone Equipment,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Supermarket Systems,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2017.",
Vending Machines,R-125/R-290/R-134a/R-600a (55.0/1.0/42.5/1.5),ICOR AT-22,R/N,0,"2,530",A1,"March 29, 2006; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
Vending Machines,R-422B,"ICOR XAC1, NU-22B",R/N,0,"2,530",A1,"March 29, 2006; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
Vending Machines,R-422C,ICOR XLT1,R/N,0,"3,390",A1,"March 29, 2006; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",HFO-1234yf,"Opteon™ XL10, Solstice® yf",N,0,4,A2L,"March 29, 2011; December 1, 2016; May 4, 2022","Acceptable with Use Conditions:  For use in newly manufactured passenger cars, light-duty trucks, medium-duty passenger vehicles, heavy-duty pickup trucks, complete heavy-duty vans, and nonroad vehicles; see rules for detailed conditions.",
Cold Storage Warehouses,R-125/R-290/R-134a/R-600a (55.0/1.0/42.5/1.5),ICOR AT-22,R/N,0,"2,530",A1,"March 3, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",Free Zone (HCFC Blend Delta),Free Zone / RB-276,R/N,0.013,"1,592",A1,"May 22, 1996; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see rule.,
Centrifugal Chillers,R-513A,Opteon® XP 10,R/N,0,630,A1,"July 16, 2015",Acceptable,
Industrial Process Air Conditioning,R-421B,Choice R-421B,R/N,0,"3,190",A1,N/A,Acceptable,
Non-Mechanical Heat Transfer Systems,"PFCs (C3F8, C4F10, C5F12, C5F11NO, C6F14, C6F13NO, C7F16, C7F15NO, C8F18, C8F17NO, C9F21N)",,R/N,0,N/A,N/A,N/A,Acceptable with Use Conditions: PFCs are only allowed in new systems where a study has demonstrated that no other alternatives are technically feasible due to safety or performance requirements; this study must be kept available for review.,
Cold Storage Warehouses,R-422A,ISCEON 79,R/N,0,"3,140",A1,"October 1, 2004; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Household Refrigerators and Freezers,R-422A,ISCEON 79,R/N,0,"3,140",A1,"October 1, 2004; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-422A,ISCEON 79,R/N,0,"3,140",A1,"October 1, 2004; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Remote Condensing Units,R-422A,ISCEON 79,R/N,0,"3,140",A1,"October 1, 2004; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2018.",
Stand-Alone Equipment,R-422A,ISCEON 79,R/N,0,"3,140",A1,"October 1, 2004; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Supermarket Systems,R-422A,ISCEON 79,R/N,0,"3,140",A1,"October 1, 2004; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2017.",
Passenger Air Conditioning in Buses and Trains,HFC-134a,134a,R/N,0,"1,430",A1,"October 1, 2004; June 16, 2010",Acceptable,
Passenger Air Conditioning in Buses and Trains,R-407C,"Suva 407C, Klea 407C",R/N,0,"1,770",A1,"October 1, 2004; June 16, 2010",Acceptable,
Passenger Air Conditioning in Buses and Trains,R-410A,"AZ-20, Suva 9100, Puron",N,0,"2,090",A1,"October 1, 2004; June 16, 2010",Acceptable,
Stand-Alone Equipment,R-449B,Forane® 449B,R/N,0,"1,410",A1,"October 11, 2016; May 6, 2021","Acceptable: Low temperature (i.e., temperatures at or below 32°F (0 °C)) stand-alone equipment only.
Acceptable with Narrowed Use Limits: New medium- temperature (i.e., temperatures above 32°F (0 °C)) stand-alone equipment only. See May 6, 2021 rule for detailed use limits.",
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",Freeze 12,Freeze 12,R/N,0.013,"1,606",A1,"October 16, 1996; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see rule.,
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",GHG-HP (HCFC Blend Lambda),GHG-HP,R/N,0.056,"1,893",A1,"October 16, 1996; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see rule.,
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",R-406A,GHG,R/N,0.057,"1,900",A2,"October 16, 1996; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see rule.,
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",R-414A,"GHG-X4, HCFC Blend Xi, Autofrost, Chill-it",R,0.045,"1,478",A1,"October 16, 1996; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see rule.,
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",R-414B,"Hot Shot, Kar Kool",R/N,0.098,"3,337",A1,"October 16, 1996; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see rule.,
Vending Machines,R-450A,Solstice® N-13,R/N,0,601,A1,"October 21, 2014; July 16, 2015",Acceptable,
Cold Storage Warehouses,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Cold Storage Warehouses,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Household Refrigerators and Freezers,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Household Refrigerators and Freezers,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Remote Condensing Units,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2018.",
Stand-Alone Equipment,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Supermarket Systems,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2017.",
Commerical Ice Machines,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Ice Skating Rinks,R-428A,RS-52,R/N,0,"3,610",A1,"October 4, 2007; June 16, 2010",Acceptable,
Ice Skating Rinks,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010",Acceptable,
Ice Skating Rinks,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Industrial Process Air Conditioning,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-428A,RS-52,N,0,"3,610",A1,"October 4, 2007; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Non-Mechanical Heat Transfer Systems,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Passenger Air Conditioning in Buses and Trains,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Refrigerated Transport,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Remote Condensing Units,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Residential and Light Commercial Air Conditioning and Heat Pumps ,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Residential Dehumidifiers,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Supermarket Systems,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Water Coolers,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010",Acceptable,
Centrifugal Chillers,R-515B,,N,0,287,A1,"December 11, 2020",Acceptable,
Centrifugal Chillers,"R-744 (Carbon Dioxide, CO2)",,N,0,1,A1,"May 23, 2016",Acceptable,
Household Refrigerators and Freezers,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Positive Displacement Chillers,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Positive Displacement Chillers,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Refrigerated Food Processing and Dispensing Equipment,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Remote Condensing Units,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2018.",
Stand-Alone Equipment,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Stand-Alone Equipment,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Supermarket Systems,R-434A,RS-45,R/N,0,"3,250",A1,"October 4, 2007; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2017.",
Vending Machines,R-438A,"KDD5, ISCEON MO99",R/N,0,"2,270",A1,"October 4, 2007; June 16, 2010; July 20, 2015","Unacceptable in new equipment as of January 1, 2019.",
Household Refrigerators and Freezers,R-407F ,Genetron Performax LT,R/N,0,"1,820",A1,"October 4, 2011; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-407F ,Genetron Performax LT,R/N,0,"1,820",A1,"October 4, 2011; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Stand-Alone Equipment,R-407F ,Genetron Performax LT,R/N,0,"1,820",A1,"October 4, 2011; July 20, 2015","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Ice Skating Rinks,R-448A,Solstice® N-40,R/N,0,"1,390",A1,"October 4, 2018; October 31, 2019",Acceptable,
Ice Skating Rinks,R-449A,Opteon® XP 40,R/N,0,"1,400",A1,"October 4, 2018; October 31, 2019",Acceptable,
Ice Skating Rinks,R-449B,Forane® 449B,R/N,0,"1,410",A1,"October 4, 2018; October 31, 2019",Acceptable,
Cold Storage Warehouses,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Cold Storage Warehouses,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Cold Storage Warehouses,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Cold Storage Warehouses,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2023.",
Household Refrigerators and Freezers,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Household Refrigerators and Freezers,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Household Refrigerators and Freezers,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Household Refrigerators and Freezers,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Household Refrigerators and Freezers,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
"Passenger Air Conditioning in Light-Duty, Medium-Duty, Heavy-Duty and Off-Road Vehicles",R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; July 20, 2015",Unacceptable as of MY 2017. Detailed conditions apply - see notice.,
Cold Storage Warehouses,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Cold Storage Warehouses,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,HFO-1234ze(E), ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,R-454A,Opteon™ XL40,N,0,237,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Cold Storage Warehouses,R-480A,RS-20,R,0,291,A1,"December 11, 2024",Acceptable,
Commerical Ice Machines,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Commerical Ice Machines,HFC-32, ,N,0,675,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,R-454A,Opteon™ XL40,N,0,237,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,R-454B,Opteon™ XL41,N,0,465,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,R-454C,Opteon™ XL20,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,R-455A,Solstice® L40X,N,0,146,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,R-457A,Forane® 457A,N,0,137,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Commerical Ice Machines,R-480A,RS-20,R,0,291,A1,"December 11, 2024",Acceptable,
Commerical Ice Machines,R-516A,Forane® 516A,N,0,140,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Ice Skating Rinks,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010",Acceptable,
Ice Skating Rinks,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; June 16, 2010",Acceptable,
Ice Skating Rinks,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010",Acceptable,
Ice Skating Rinks,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010",Acceptable,
Ice Skating Rinks,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Industrial Process Air Conditioning,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010",Acceptable,
Industrial Process Refrigeration,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Passenger Air Conditioning in Buses and Trains,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010",Acceptable,
Refrigerated Food Processing and Dispensing Equipment,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Refrigerated Transport,R-407D,,R/N,0,"1,630",A1,"September 28, 2006; June 16, 2010",Acceptable,
Refrigerated Transport,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Remote Condensing Units,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010",Acceptable,
Remote Condensing Units,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010",Acceptable,
Remote Condensing Units,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Residential Dehumidifiers,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Residential Dehumidifiers,HFC-32, ,N,0,675,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Residential Dehumidifiers,HFO-1234yf, ,N,0.000,<4,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Residential Dehumidifiers,R-452B,Opteon™ XL55,N,0,698,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Residential Dehumidifiers,R-454A,Opteon™ XL40,N,0,240,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Residential Dehumidifiers,R-454B,Opteon™ XL41,N,0,466,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Residential Dehumidifiers,R-454C,Opteon™ XL20,N,0,148,A2L,"April 28, 2023",Acceptable with Use Conditions: See rule for detailed conditions.,
Stand-Alone Equipment,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010","Unacceptable in: 
• new Stand-Alone Medium-Temperature Units with a compressor capacity below 2,200 Btu/hour and not containing a flooded evaporator as of January 1, 2019. 
• new Stand-Alone Medium-Temperature Units with a compressor capacity equal to or greater than 2,200 Btu/hour and Stand-Alone Medium-Temperature Units containing a flooded evaporator as of January 1, 2020. 
• new Stand-Alone Low-Temperature Units as of January 1, 2020.",
Supermarket Systems,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010",Acceptable,
Supermarket Systems,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010",Acceptable,
Supermarket Systems,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Water Coolers,R-426A,RS-24,R/N,0,"1,510",A1,"September 28, 2006; June 16, 2010",Acceptable,
Water Coolers,R-480A,RS-20,R,0,291,A1,"December 11, 2024",Acceptable,
Water Coolers,,,,,,,,,
Water Coolers,,,,,,,,,
Centrifugal Chillers,RS-44 (2003 formulation),,R/N,0,"2,420",A1,"June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",
Centrifugal Chillers,Stirling Cycle,,N,0,N/A,N/A,"June 16, 2010",Acceptable,
Centrifugal Chillers,THR-02,,R/N,0,N/A,A1,"December 6, 1999",Acceptable,
Positive Displacement Chillers,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Positive Displacement Chillers,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Positive Displacement Chillers,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment, except as otherwise allowed under a narrowed use limit, as of January 1, 2024.",Not originally listed under scroll chillers.
Refrigerated Food Processing and Dispensing Equipment,R-421A,Choice R-421A,R/N,0,"2,630",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Refrigerated Food Processing and Dispensing Equipment,R-424A,RS-44,R/N,0,"2,440",A1,"September 28, 2006; June 16, 2010; December 1, 2016","Unacceptable in new equipment as of January 1, 2021.",
Remote Condensing Units,R-421B,Choice R-421B,R/N,0,"3,190",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2018.",
Remote Condensing Units,R-422D,ISCEON MO29,R/N,0,"2,730",A1,"September 28, 2006; June 16, 2010; July 20, 2015","Unacceptable in:
• retrofit equipment as of July 20, 2016. 
• new equipment as of January 1, 2018.",
Remote Condensing Units,HFO-1234yf, ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
Remote Condensing Units,HFO-1234ze(E), ,N,0,1,A2L,"June 13, 2024",Acceptable subject to use conditions: See rule for detailed conditions.,
